,Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,Simplified_Title,course_title_l,keywords
258,560,Engineering Project Management: Initiating and Planning,Rice University,COURSE,4.7,Beginner,23k,engineering project management initiating planning,engineering project management: initiating and planning,"['engineering project management', 'project management', 'project management initiating', 'management initiating planning', 'engineering project', 'initiating planning', 'project', 'management', 'management initiating', 'engineering']"
259,613,English Composition I,Duke University,COURSE,4.6,Beginner,200k,english composition,english composition i,"['english composition', 'composition', 'english']"
260,225,English for Business and Entrepreneurship,University of Pennsylvania,COURSE,4.8,Beginner,230k,english business entrepreneurship,english for business and entrepreneurship,"['english business entrepreneurship', 'english business', 'business entrepreneurship', 'entrepreneurship', 'english', 'business']"
261,175,English for Career Development,University of Pennsylvania,COURSE,4.8,Mixed,760k,english career development,english for career development,"['english career development', 'english career', 'career development', 'english', 'career', 'development']"
262,303,English for Journalism,University of Pennsylvania,COURSE,4.8,Mixed,130k,english journalism,english for journalism,"['english journalism', 'journalism', 'english']"
263,547,English for Research Publication Purposes,Moscow Institute of Physics and Technology,SPECIALIZATION,4.6,Intermediate,42k,english research publication purposes,english for research publication purposes,"['english research publication', 'english research', 'research publication purposes', 'research publication', 'publication purposes', 'publication', 'english', 'research', 'purposes']"
264,598,"English for Science, Technology, Engineering, and Mathematics",University of Pennsylvania,COURSE,4.8,Beginner,110k,english science technology engineering mathematics,"english for science, technology, engineering, and mathematics","['english science technology', 'english science', 'science technology engineering', 'engineering', 'science technology', 'engineering mathematics', 'english', 'technology engineering', 'technology engineering mathematics', 'science']"
265,770,Enterprise Architecture,Peter the Great St. Petersburg Polytechnic University,COURSE,4.4,Beginner,2.4k,enterprise architecture,enterprise architecture,"['enterprise architecture', 'enterprise', 'architecture']"
266,292,Entrepreneurial Finance: Strategy and Innovation,Duke University,SPECIALIZATION,4.5,Intermediate,7.9k,entrepreneurial finance strategy innovation,entrepreneurial finance: strategy and innovation,"['entrepreneurial finance strategy', 'entrepreneurial finance', 'finance strategy innovation', 'finance strategy', 'strategy innovation', 'finance', 'entrepreneurial', 'innovation', 'strategy']"
267,33,Entrepreneurship,University of Pennsylvania,SPECIALIZATION,4.8,Beginner,110k,entrepreneurship,entrepreneurship,['entrepreneurship']
268,246,Entrepreneurship 1: Developing the Opportunity,University of Pennsylvania,COURSE,4.8,Mixed,86k,entrepreneurship 1 developing opportunity,entrepreneurship 1: developing the opportunity,"['entrepreneurship developing opportunity', 'entrepreneurship developing', 'entrepreneurship', 'developing opportunity', 'opportunity', 'developing']"
269,496,Entrepreneurship 2: Launching your Start-Up,University of Pennsylvania,COURSE,4.8,Mixed,38k,entrepreneurship 2 launching startup,entrepreneurship 2: launching your start-up,"['entrepreneurship launching', 'entrepreneurship launching start', 'entrepreneurship', 'start', 'launching', 'launching start']"
270,704,Entrepreneurship 3: Growth Strategies,University of Pennsylvania,COURSE,4.7,Beginner,31k,entrepreneurship 3 growth strategies,entrepreneurship 3: growth strategies,"['entrepreneurship growth strategies', 'entrepreneurship growth', 'growth strategies', 'entrepreneurship', 'growth', 'strategies']"
271,623,Entrepreneurship Strategy: From Ideation to Exit,HEC Paris,COURSE,4.8,Beginner,20k,entrepreneurship strategy ideation exit,entrepreneurship strategy: from ideation to exit,"['entrepreneurship strategy ideation', 'entrepreneurship strategy', 'strategy ideation exit', 'entrepreneurship', 'strategy ideation', 'ideation exit', 'ideation', 'strategy', 'exit']"
272,502,Entrepreneurship: Launching an Innovative Business,"University of Maryland, College Park",SPECIALIZATION,4.6,Beginner,69k,entrepreneurship launching innovative business,entrepreneurship: launching an innovative business,"['entrepreneurship launching innovative', 'launching innovative business', 'entrepreneurship launching', 'innovative business', 'entrepreneurship', 'launching innovative', 'business', 'innovative', 'launching']"
273,527,Epidemics - the Dynamics of Infectious Diseases,The Pennsylvania State University,COURSE,4.8,Mixed,45k,epidemics  dynamics infectious diseases,epidemics - the dynamics of infectious diseases,"['epidemics dynamics', 'epidemics dynamics infectious', 'dynamics infectious diseases', 'epidemics', 'dynamics infectious', 'infectious diseases', 'infectious', 'diseases', 'dynamics']"
274,570,"Epidemics, Pandemics and Outbreaks",University of Pittsburgh,COURSE,4.7,Mixed,23k,epidemics pandemics outbreaks,"epidemics, pandemics and outbreaks","['epidemics pandemics outbreaks', 'pandemics outbreaks', 'epidemics pandemics', 'epidemics', 'pandemics', 'outbreaks']"
275,426,Epidemiology for Public Health,Imperial College London,SPECIALIZATION,4.7,Beginner,6.4k,epidemiology public health,epidemiology for public health,"['epidemiology public health', 'epidemiology', 'epidemiology public', 'public health', 'health', 'public']"
276,60,Epidemiology in Public Health Practice,Johns Hopkins University,SPECIALIZATION,4.7,Beginner,31k,epidemiology public health practice,epidemiology in public health practice,"['epidemiology public health', 'epidemiology', 'epidemiology public', 'public health practice', 'public health', 'health practice', 'health', 'public', 'practice']"
277,351,Epidemiology: The Basic Science of Public Health,The University of North Carolina at Chapel Hill,COURSE,4.6,Mixed,130k,epidemiology basic science public health,epidemiology: the basic science of public health,"['epidemiology', 'epidemiology basic science', 'epidemiology basic', 'science public health', 'public health', 'health', 'basic science public', 'science', 'science public', 'basic science']"
278,708,Epigenetic Control of Gene Expression,The University of Melbourne,COURSE,4.8,Mixed,35k,epigenetic control gene expression,epigenetic control of gene expression,"['epigenetic control', 'epigenetic control gene', 'epigenetic', 'control gene expression', 'gene expression', 'control gene', 'gene', 'control', 'expression']"
279,444,Equine Welfare and Management,"University of California, Davis",COURSE,4.8,Beginner,7.2k,equine welfare management,equine welfare and management,"['equine welfare management', 'equine welfare', 'equine', 'welfare management', 'welfare', 'management']"
280,693,Esports,"University of California, Irvine",SPECIALIZATION,4.5,Beginner,1.8k,esports,esports,['esports']
281,454,Essential Epidemiologic Tools for Public Health Practice,Johns Hopkins University,COURSE,4.7,Beginner,14k,essential epidemiologic tools public health practice,essential epidemiologic tools for public health practice,"['essential epidemiologic tools', 'epidemiologic tools', 'epidemiologic tools public', 'tools public health', 'essential epidemiologic', 'epidemiologic', 'public health', 'public health practice', 'health practice', 'health']"
282,446,Essential Google Cloud Infrastructure: Core Services,Google Cloud,COURSE,4.7,Intermediate,68k,essential google cloud infrastructure core services,essential google cloud infrastructure: core services,"['essential google cloud', 'google cloud infrastructure', 'cloud infrastructure core', 'infrastructure core services', 'core services', 'cloud infrastructure', 'google cloud', 'infrastructure core', 'essential google', 'services']"
283,347,Essential Google Cloud Infrastructure: Foundation,Google Cloud,COURSE,4.7,Intermediate,83k,essential google cloud infrastructure foundation,essential google cloud infrastructure: foundation,"['essential google cloud', 'google cloud infrastructure', 'cloud infrastructure foundation', 'cloud infrastructure', 'google cloud', 'essential google', 'infrastructure foundation', 'infrastructure', 'cloud', 'google']"
284,314,Essentials in Clinical Simulations Across the Health Professions,The George Washington University,COURSE,4.8,Intermediate,4.1k,essentials clinical simulations health professions,essentials in clinical simulations across the health professions,"['essentials clinical simulations', 'clinical simulations', 'clinical simulations health', 'simulations health professions', 'simulations health', 'simulations', 'essentials clinical', 'health professions', 'clinical', 'professions']"
285,436,Essentials of Corporate Finance,The University of Melbourne,SPECIALIZATION,4.6,Intermediate,54k,essentials corporate finance,essentials of corporate finance,"['essentials corporate finance', 'corporate finance', 'finance', 'essentials corporate', 'essentials', 'corporate']"
286,319,Essentials of Global Health,Yale University,COURSE,4.8,Mixed,31k,essentials global health,essentials of global health,"['essentials global health', 'global health', 'health', 'essentials global', 'essentials', 'global']"
287,847,Estadística y probabilidad,Universidad Nacional Autónoma de México,COURSE,4.7,Beginner,27k,estadstica probabilidad,estadística y probabilidad,"['estadística probabilidad', 'probabilidad', 'estadística']"
288,881,Evaluación educativa,Universidad Nacional Autónoma de México,SPECIALIZATION,4.8,Beginner,13k,evaluacin educativa,evaluación educativa,"['evaluación educativa', 'educativa', 'evaluación']"
289,256,"Everyday Excel, Part 1",University of Colorado Boulder,COURSE,4.8,Beginner,11k,everyday excel 1,"everyday excel, part 1","['everyday excel', 'excel', 'everyday']"
